,name,company,year,Price,kms_driven,fuel_type,price
774,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel,175000
775,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol,400000
776,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel,750000
777,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol,250000
778,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol,425000
779,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol,525000
780,Mahindra Logan,Mahindra,2009,130000,65000,Diesel,130000
781,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol,30000
782,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel,475000
783,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol,300000
784,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol,60000
785,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol,100000
786,Hyundai Eon,Hyundai,2018,260000,25000,Petrol,260000
787,Tata Manza,Tata,2015,100000,100000,Diesel,100000
788,Toyota Etios G,Toyota,2013,265000,42000,Petrol,265000
789,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol,115000
790,Toyota Qualis,Toyota,2003,180000,100000,Diesel,180000
791,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol,45000
792,Tata Indica eV2,Tata,2016,50500,91200,Diesel,50500
793,Honda City 1.5,Honda,2009,270000,55000,Petrol,270000
794,Tata Zest XE,Tata,2017,290000,120000,Diesel,290000
795,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel,325000
796,Tata Indigo eCS,Tata,2016,160000,104000,Diesel,160000
797,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel,350000
798,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol,290000
799,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol,290000
800,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel,465000
801,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel,325000
802,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol,510000
803,Honda City VX,Honda,2016,860000,95000,Petrol,860000
804,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel,450000
805,Hyundai Getz,Hyundai,2006,125000,80000,Petrol,125000
806,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol,500001
807,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol,95000
808,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel,250000
809,Skoda Fabia,Skoda,2009,110000,45000,Petrol,110000
810,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol,270000
811,Tata Indica V2,Tata,2009,110000,30000,Diesel,110000
812,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol,300000
813,Tata Zest XM,Tata,2018,260000,27000,Diesel,260000
814,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel,390000
